Date,Probability,Predicter
2022-04-04 23:59:55+00:00,-0.0011988,1035.7981338500977
2022-04-05 23:59:58+00:00,0.0011718,1043.3607711791992
2022-04-06 23:59:55+00:00,0.0,1029.6331253051758
2022-04-07 23:59:47+00:00,0.0004526,
2022-04-08 23:59:57+00:00,0.0005463999999999999,
2022-04-09 23:59:56+00:00,0.0007635999999999999,987.1803588867188
2022-04-10 23:59:58+00:00,0.0003062,994.4860992431641
2022-04-11 23:59:59+00:00,0.0,1011.1990280151367
2022-04-12 23:59:54+00:00,0.0007398,990.6886901855469
2022-04-13 23:59:51+00:00,0.0006364,
2022-04-14 23:59:59+00:00,0.0010846,
2022-04-15 23:59:54+00:00,0.0008808,
2022-04-16 23:59:52+00:00,0.0005463999999999999,1001.6612167358398
2022-04-17 23:59:58+00:00,3.1e-05,1021.6202239990234
2022-04-18 23:59:58+00:00,0.0012248,988.0874938964844
2022-04-19 23:59:59+00:00,0.001341,1028.1080703735352
2022-04-20 23:59:57+00:00,0.00035580000000000003,1011.2775573730469
